guid/image,conf,label,xmin,ymin,xmax,ymax
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0052,0.7071489691734314,1,0.342,0.369,0.447,0.489
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0114,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0028,0,0,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0073,0.5748475193977356,1,0.511,0.388,0.560,0.440
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0135,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0009,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0121,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0067,0.5520546436309814,1,0.257,0.405,0.331,0.464
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0144,0.6889256238937378,1,0.373,0.381,0.454,0.460
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0002,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0078,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0016,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0150,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0084,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0037,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0165,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0023,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0090,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0059,0.502104640007019,2,0.160,0.000,0.920,0.729
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0149,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0133,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0075,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0061,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0127,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0040,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0089,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0106,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0112,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0054,0.5350760221481323,1,0.265,0.334,0.427,0.531
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0097,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0118,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0162,0,0,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0024,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0030,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0083,0.51262366771698,1,0.402,0.371,0.507,0.474
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0011,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0157,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0139,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0143,0,0,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0005,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0115,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0053,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0029,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0047,0,0,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0101,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0066,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0120,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0134,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0072,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0008,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0151,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0017,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0003,0,0,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0145,0.5407425165176392,1,0.344,0.382,0.442,0.471
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0079,0.5064877271652222,1,0.218,0.384,0.305,0.478
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0022,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0164,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0091,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0058,0.5282304883003235,2,0.151,0.000,0.935,0.728
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0085,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0036,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0126,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0060,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0148,0.6744303703308105,1,0.044,0.339,0.352,0.604
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0074,0.5407551527023315,1,0.506,0.381,0.559,0.438
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0132,0,1,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0055,0.5221617817878723,1,0.060,0.341,0.400,0.606
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0113,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0107,0,0,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0041,0,2,-1,-1,-1,-1
56b6bc82-8545-4ac9-a5da-fc0c1f899b45/0088,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0006,0.5239416360855103,1,0.000,0.298,0.834,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0140,0.966742217540741,1,0.308,0.289,0.701,0.681
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0154,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0012,0.5709220767021179,1,0.006,0.297,0.841,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0068,0.5569427609443665,1,0.409,0.306,0.608,0.554
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0033,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0080,0.9558504819869995,1,0.350,0.237,0.678,0.683
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0049,0.6757990717887878,1,0.487,0.381,0.537,0.437
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0094,0.9544803500175476,1,0.338,0.220,0.675,0.687
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0027,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161,0.595030665397644,1,0.363,0.390,0.419,0.440
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0071,0.6275615096092224,1,0.402,0.327,0.627,0.578
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0137,0.9737338423728943,1,0.274,0.268,0.681,0.672
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184,0,0,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0123,0.9525851607322693,1,0.294,0.209,0.650,0.674
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0065,0.6785534620285034,1,0.428,0.328,0.577,0.522
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0102,0.9701520800590515,1,0.314,0.246,0.663,0.680
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0044,0.5706422924995422,1,0.467,0.373,0.524,0.435
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0050,0.5642884969711304,1,0.496,0.379,0.548,0.434
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0099,0.9672142863273621,1,0.324,0.237,0.675,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0116,0.9298829436302185,1,0.303,0.211,0.665,0.673
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0109,0.9698872566223145,1,0.314,0.231,0.656,0.666
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0086,0.9790696501731873,1,0.327,0.246,0.663,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0035,0,0,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0203,0.780517578125,1,0.064,0.366,0.310,0.531
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173,0.5787255764007568,1,0.277,0.000,0.900,0.736
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167,0.5271978974342346,1,0.265,0.000,0.908,0.718
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217,0.6277999877929688,1,0.000,0.277,0.340,0.693
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0021,0.5575818419456482,1,0.004,0.298,0.838,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0092,0.9703434109687805,1,0.309,0.232,0.664,0.675
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0146,0.973000168800354,1,0.267,0.283,0.638,0.682
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0000,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0128,0.944403886795044,1,0.261,0.215,0.630,0.666
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0014,0.5198564529418945,1,0.005,0.297,0.839,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0152,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0042,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0104,0.977586567401886,1,0.337,0.228,0.673,0.681
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0038,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0110,0.9375763535499573,1,0.333,0.216,0.674,0.658
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0056,0.5876757502555847,1,0.480,0.371,0.568,0.463
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182,0.6479938626289368,1,0.274,0.386,0.385,0.485
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0131,0.9219244122505188,1,0.281,0.192,0.645,0.684
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0077,0.9570569396018982,1,0.356,0.227,0.686,0.689
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0063,0.536555290222168,1,0.472,0.370,0.566,0.481
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0125,0.9510111808776855,1,0.213,0.219,0.624,0.669
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0196,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0019,0.5392842292785645,1,0.001,0.300,0.834,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0013,0.5561157464981079,1,0.003,0.297,0.840,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0069,0.5098232626914978,1,0.396,0.312,0.608,0.556
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0141,0.9693813920021057,1,0.226,0.290,0.595,0.668
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188,0.537113606929779,1,0.384,0.376,0.549,0.516
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0007,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0095,0.9740365147590637,1,0.325,0.241,0.671,0.678
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210,0,0,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0026,0.5903317928314209,1,0.000,0.291,0.817,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0032,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0204,0.5601975321769714,1,0.281,0.000,0.901,0.717
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174,0.5493947863578796,1,0.281,0.000,0.903,0.737
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0081,0.9597945213317871,1,0.339,0.242,0.675,0.686
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0048,0.718925416469574,1,0.481,0.381,0.539,0.435
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0064,0.7435547709465027,1,0.442,0.326,0.585,0.514
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0122,0.8989694118499756,1,0.314,0.215,0.665,0.670
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0136,0.921556293964386,1,0.256,0.215,0.645,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0070,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0117,0.9518178701400757,1,0.303,0.208,0.662,0.687
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0051,0.6198161840438843,1,0.488,0.382,0.544,0.438
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0098,0.9594812989234924,1,0.333,0.235,0.667,0.672
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179,0.5212891697883606,1,0.348,0.409,0.410,0.464
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0045,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0103,0.974726676940918,1,0.325,0.237,0.663,0.672
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216,0.5838525295257568,1,0.226,0.349,0.424,0.515
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0020,0.5545220375061035,1,0.000,0.302,0.835,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166,0.5169076323509216,1,0.262,0.000,0.906,0.713
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0093,0.971935510635376,1,0.311,0.231,0.667,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0087,0.9477502107620239,1,0.327,0.240,0.665,0.679
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0108,0.9747128486633301,1,0.312,0.242,0.646,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172,0.5116739869117737,1,0.293,0.000,0.911,0.734
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0034,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0202,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0129,0.9469593167304993,1,0.285,0.197,0.658,0.674
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0153,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0015,0,0,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0001,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0147,0.953967809677124,1,0.258,0.283,0.640,0.668
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0057,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0111,0.9780572056770325,1,0.318,0.243,0.655,0.668
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0105,0.9660864472389221,1,0.334,0.224,0.672,0.680
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0043,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0039,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0124,0.9502270221710205,1,0.247,0.201,0.643,0.668
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0062,0.5630200505256653,1,0.474,0.370,0.563,0.474
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0018,0.52725750207901,1,0.003,0.298,0.835,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0197,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183,0.7728734612464905,1,0.058,0.367,0.358,0.587
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0076,0.9701288342475891,1,0.358,0.245,0.686,0.671
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0130,0.9437037110328674,1,0.289,0.201,0.655,0.683
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0031,0.6988192200660706,1,0.215,0.396,0.401,0.516
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0082,0.9644954204559326,1,0.332,0.240,0.664,0.686
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0119,0.9636766910552979,1,0.293,0.233,0.655,0.673
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0096,0.9693145155906677,1,0.327,0.240,0.665,0.677
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213,0.6531993746757507,1,0.438,0.359,0.502,0.428
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0025,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163,0.6790307760238647,1,0.323,0.386,0.426,0.479
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0138,0.9818496108055115,1,0.300,0.292,0.684,0.674
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0004,0.502337634563446,1,0.000,0.300,0.828,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0142,0.9608915448188782,1,0.243,0.287,0.606,0.672
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0010,0.5558055639266968,1,0.000,0.303,0.815,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0100,0.9669182896614075,1,0.342,0.231,0.678,0.674
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0046,0.6731229424476624,1,0.479,0.384,0.531,0.436
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0052,0.6853863000869751,1,0.492,0.379,0.549,0.441
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0114,0.9404605627059937,1,0.311,0.222,0.665,0.682
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0028,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0073,0.7691020369529724,1,0.307,0.256,0.622,0.593
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0135,0.9343435168266296,1,0.253,0.213,0.633,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0009,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0121,0.967887818813324,1,0.319,0.249,0.655,0.665
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0067,0.6138561367988586,1,0.401,0.324,0.587,0.533
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0144,0.969385027885437,1,0.242,0.285,0.629,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0002,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0078,0.9529240727424622,1,0.344,0.228,0.685,0.685
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0016,0.5183181166648865,1,0.005,0.296,0.834,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0150,0.9576120972633362,1,0.265,0.268,0.655,0.669
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0199,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0084,0.9604671597480774,1,0.335,0.237,0.667,0.685
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0037,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0201,0.5129343867301941,1,0.203,0.351,0.290,0.432
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171,0.5466570854187012,1,0.265,0.000,0.904,0.729
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165,0.7992536425590515,1,0.000,0.373,0.378,0.679
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215,0.7271862030029297,1,0.354,0.372,0.453,0.466
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0023,0.5201717019081116,1,0.000,0.305,0.837,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0090,0.9756775498390198,1,0.317,0.242,0.665,0.679
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0059,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180,0.5000448822975159,1,0.345,0.399,0.425,0.463
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0149,0.9690564274787903,1,0.264,0.278,0.648,0.682
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0133,0.9450262784957886,1,0.260,0.216,0.635,0.682
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0075,0.9173998832702637,1,0.368,0.242,0.682,0.666
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0061,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0127,0.896263599395752,1,0.222,0.257,0.686,0.727
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0040,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0089,0.9620063900947571,1,0.323,0.235,0.658,0.676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0106,0.9831316471099854,1,0.314,0.238,0.661,0.674
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168,0.5158376097679138,1,0.263,0.000,0.908,0.717
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0112,0.8948736190795898,1,0.342,0.244,0.663,0.668
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0054,0.514657735824585,1,0.471,0.377,0.564,0.462
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0097,0.9757712483406067,1,0.324,0.245,0.666,0.675
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0118,0.8700791597366333,1,0.310,0.210,0.654,0.667
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162,0.738183319568634,1,0.356,0.390,0.426,0.456
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212,0.5317463278770447,1,0.475,0.367,0.520,0.418
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0024,0.5170570015907288,1,0.006,0.303,0.826,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0030,0.6912676692008972,1,0.333,0.398,0.417,0.478
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206,0,0,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176,0.601779580116272,1,0.014,0.342,0.309,0.553
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0083,0.9735581278800964,1,0.333,0.244,0.664,0.680
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0011,0.6162257790565491,1,0.000,0.288,0.830,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0139,0.9815618395805359,1,0.307,0.221,0.665,0.691
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0143,0.9639379978179932,1,0.246,0.296,0.616,0.677
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0005,0.5149676203727722,1,0.000,0.298,0.831,1.000
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0115,0.9398665428161621,1,0.314,0.225,0.660,0.664
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0053,0.6105822324752808,1,0.483,0.376,0.556,0.453
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0029,0,1,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0047,0.6200893521308899,1,0.481,0.377,0.538,0.434
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0101,0.9649892449378967,1,0.319,0.244,0.663,0.683
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193,0,2,-1,-1,-1,-1
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0066,0.5855918526649475,1,0.417,0.328,0.579,0.527
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0120,0.9345721006393433,1,0.322,0.241,0.655,0.661
